Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Total_Spent,Total_Purchases,Online_Ratio,Store_Ratio,Customer_Tenure_Days,Total_Accepted_Campaigns,Campaign_Response_Flag,Cluster_KMeans,Conversion_Level
2n Cycle,Married,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,57,1,75,6,0.2857142857142857,0.42857142857142855,4469.0,0,0,0,Baixa Conversão
Graduation,Together,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,57,3,106,9,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,77,0,990,17,0.4444444444444444,0.4444444444444444,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,56,0,1097,16,0.4117647058823529,0.47058823529411764,4413.766375545852,0,0,1,Alta Conversão
Basic,Married,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,29,0,16,4,0.2,0.4,4413.766375545852,1,1,0,Baixa Conversão
2n Cycle,Married,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,51,0,34,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,35,0,1711,16,0.5882352941176471,0.29411764705882354,4413.766375545852,0,0,1,Alta Conversão
Master,Married,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,68,2,438,17,0.5555555555555556,0.2222222222222222,3896.0,1,1,2,Média Conversão
Basic,Together,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,46,1,75,7,0.25,0.375,4383.0,0,0,0,Baixa Conversão
Master,Married,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,65,1,225,13,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,73,2,18,4,0.2,0.4,4891.0,0,0,0,Baixa Conversão
Graduation,Married,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,44,1,470,17,0.2777777777777778,0.5555555555555556,4413.766375545852,0,0,1,Alta Conversão
Graduation,Divorced,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,44,2,91,9,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Master,Single,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,34,0,2525,18,0.3684210526315789,0.5263157894736842,4413.766375545852,1,1,2,Média Conversão
Graduation,Together,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,75,1,504,19,0.5,0.3,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,68,1,235,11,0.4166666666666667,0.4166666666666667,4475.0,0,0,0,Baixa Conversão
PhD,Divorced,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,64,1,1232,21,0.6363636363636364,0.18181818181818182,4413.766375545852,1,1,2,Média Conversão
Basic,Single,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,67,2,88,12,0.3076923076923077,0.23076923076923078,4532.0,0,0,0,Baixa Conversão
Graduation,Single,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,54,1,17,4,0.2,0.4,4014.0,0,0,0,Baixa Conversão
Graduation,Single,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,40,1,24,5,0.16666666666666666,0.5,4557.0,0,0,0,Baixa Conversão
Graduation,Married,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,60,2,60,7,0.125,0.5,4413.766375545852,0,0,0,Baixa Conversão
PhD,Single,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,73,1,1020,26,0.4444444444444444,0.48148148148148145,4413.766375545852,1,1,2,Média Conversão
PhD,Together,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,63,1,155,10,0.36363636363636365,0.36363636363636365,4798.0,0,0,0,Baixa Conversão
2n Cycle,Married,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,51,2,51,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Master,Divorced,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,55,0,1812,16,0.6470588235294118,0.23529411764705882,4413.766375545852,0,0,1,Alta Conversão
Master,Widow,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,56,1,1461,25,0.4230769230769231,0.38461538461538464,4413.766375545852,2,1,2,Média Conversão
Graduation,Divorced,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,65,1,96,6,0.42857142857142855,0.2857142857142857,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,73,1,160,9,0.4,0.4,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,56,2,139,10,0.2727272727272727,0.36363636363636365,4413.766375545852,0,0,0,Baixa Conversão
Master,Divorced,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,1,908,22,0.5217391304347826,0.391304347826087,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Married,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,60,1,183,8,0.3333333333333333,0.4444444444444444,4587.0,0,0,0,Baixa Conversão
Master,Married,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,56,1,1161,19,0.35,0.5,4413.766375545852,1,1,2,Média Conversão
PhD,Married,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,53,0,988,14,0.5333333333333333,0.3333333333333333,4107.0,0,0,1,Alta Conversão
2n Cycle,Widow,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,64,1,1072,27,0.42857142857142855,0.42857142857142855,4709.0,0,0,1,Alta Conversão
Graduation,Married,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,48,2,174,12,0.23076923076923078,0.38461538461538464,4283.0,0,0,0,Baixa Conversão
Graduation,Married,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,66,1,758,22,0.4782608695652174,0.34782608695652173,4413.766375545852,0,0,1,Alta Conversão
Master,Married,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,67,1,195,11,0.4166666666666667,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,1,31,6,0.2857142857142857,0.2857142857142857,4678.0,1,1,0,Baixa Conversão
Master,Together,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,68,0,1084,17,0.3888888888888889,0.5,4413.766375545852,0,0,1,Alta Conversão
Master,Married,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,69,1,685,22,0.6086956521739131,0.21739130434782608,4413.766375545852,1,1,2,Média Conversão
PhD,Married,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,60,0,1672,26,0.5555555555555556,0.37037037037037035,4413.766375545852,1,1,2,Média Conversão
Graduation,Married,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,35,0,43,6,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,68,2,49,5,0.3333333333333333,0.3333333333333333,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Together,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,60,1,133,9,0.3,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,68,1,363,15,0.375,0.4375,4252.0,1,1,0,Baixa Conversão
Graduation,Together,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,70,1,545,18,0.3157894736842105,0.5263157894736842,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,53,1,1065,31,0.5625,0.34375,4413.766375545852,1,1,2,Média Conversão
Graduation,Together,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,56,0,2047,21,0.6363636363636364,0.2727272727272727,4259.0,1,1,2,Média Conversão
Graduation,Married,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,53,2,296,15,0.3125,0.3125,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,50,2,140,11,0.25,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Single,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,60,1,530,17,0.3333333333333333,0.5555555555555556,4413.766375545852,0,0,1,Alta Conversão
PhD,Together,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,62,2,152,13,0.2857142857142857,0.2857142857142857,4741.0,0,0,0,Baixa Conversão
PhD,Together,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,34,0,1598,24,0.52,0.4,4435.0,0,0,1,Alta Conversão
Graduation,Single,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,62,1,114,8,0.4444444444444444,0.2222222222222222,4413.766375545852,0,0,0,Baixa Conversão
Basic,Single,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,39,1,101,10,0.36363636363636365,0.2727272727272727,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,52,1,25,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Divorced,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,68,0,789,22,0.5217391304347826,0.391304347826087,4413.766375545852,1,1,2,Média Conversão
Graduation,Married,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,44,2,87,7,0.375,0.25,4413.766375545852,1,1,0,Baixa Conversão
PhD,Widow,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,67,2,90,11,0.25,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,66,1,1215,20,0.42857142857142855,0.42857142857142855,4413.766375545852,0,0,1,Alta Conversão
PhD,Single,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,70,0,811,22,0.5652173913043478,0.34782608695652173,4252.0,1,1,2,Média Conversão
Graduation,Married,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,39,1,61,7,0.375,0.25,4413.766375545852,1,1,0,Baixa Conversão
Master,Married,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,50,1,405,18,0.2631578947368421,0.42105263157894735,4413.766375545852,0,0,0,Baixa Conversão
Master,Married,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,70,2,72,9,0.3,0.3,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,54,2,189,14,0.3333333333333333,0.26666666666666666,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,39,1,40,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,47,1,63,10,0.2727272727272727,0.36363636363636365,3986.0,0,0,0,Baixa Conversão
Graduation,Together,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,42,1,52,7,0.25,0.375,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,49,1,39,5,0.16666666666666666,0.5,4195.0,0,0,0,Baixa Conversão
Graduation,Married,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,54,1,805,25,0.38461538461538464,0.4230769230769231,4413.766375545852,0,0,1,Alta Conversão
Master,Together,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,69,1,130,8,0.3333333333333333,0.4444444444444444,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,53,0,1631,24,0.44,0.48,4496.0,3,1,2,Média Conversão
Graduation,Married,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,36,1,34,5,0.16666666666666666,0.5,4499.0,0,0,0,Baixa Conversão
Graduation,Single,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,73,2,152,12,0.23076923076923078,0.38461538461538464,4413.766375545852,0,0,0,Baixa Conversão
Basic,Single,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,41,1,21,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,58,3,71,7,0.25,0.375,4527.0,0,0,0,Baixa Conversão
Graduation,Single,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,63,1,899,23,0.625,0.2916666666666667,4413.766375545852,1,1,2,Média Conversão
Master,Together,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,78,0,711,10,0.36363636363636365,0.45454545454545453,4413.766375545852,0,0,1,Alta Conversão
PhD,Together,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,47,1,351,16,0.47058823529411764,0.23529411764705882,4863.0,0,0,0,Baixa Conversão
Graduation,Divorced,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,54,0,8,15,0.0,0.0,4413.766375545852,0,0,0,Baixa Conversão
Basic,Single,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,33,1,119,11,0.4166666666666667,0.16666666666666666,4890.0,0,0,0,Baixa Conversão
Graduation,Together,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,57,2,21,4,0.2,0.4,4472.0,0,0,0,Baixa Conversão
PhD,Together,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,52,1,10,4,0.2,0.4,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,50,1,973,27,0.39285714285714285,0.4642857142857143,4413.766375545852,1,1,2,Média Conversão
PhD,Married,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,60,0,1536,13,0.42857142857142855,0.42857142857142855,4413.766375545852,2,1,2,Média Conversão
Graduation,Married,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,73,2,992,28,0.3793103448275862,0.4482758620689655,4413.766375545852,1,1,2,Média Conversão
PhD,Married,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,58,1,1529,34,0.6,0.3142857142857143,4413.766375545852,1,1,2,Média Conversão
Graduation,Married,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,53,1,860,17,0.5555555555555556,0.2777777777777778,4253.0,0,0,1,Alta Conversão
Graduation,Divorced,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,62,1,928,23,0.7083333333333334,0.16666666666666666,4413.766375545852,0,0,1,Alta Conversão
PhD,Married,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,55,2,418,18,0.47368421052631576,0.2631578947368421,4413.766375545852,0,0,1,Alta Conversão
2n Cycle,Married,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,70,1,587,16,0.6470588235294118,0.17647058823529413,4894.0,0,0,1,Alta Conversão
Graduation,Married,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,50,1,641,19,0.3,0.55,3892.0,0,0,1,Alta Conversão
Graduation,Married,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,49,2,23,4,0.2,0.4,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Together,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,56,0,2279,23,0.4583333333333333,0.4583333333333333,4413.766375545852,2,1,2,Média Conversão
PhD,Divorced,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,52,2,49,6,0.2857142857142857,0.2857142857142857,4413.766375545852,1,1,0,Baixa Conversão
PhD,Divorced,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,42,0,1779,17,0.4444444444444444,0.4444444444444444,4413.766375545852,1,1,2,Média Conversão
Master,Together,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,43,0,1804,27,0.5357142857142857,0.39285714285714285,4464.0,2,1,2,Média Conversão
Graduation,Married,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,65,2,48,8,0.2222222222222222,0.3333333333333333,4438.0,0,0,0,Baixa Conversão
Graduation,Single,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,73,2,83,7,0.375,0.25,4077.0,0,0,0,Baixa Conversão
Graduation,Divorced,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,50,0,1862,17,0.6111111111111112,0.3333333333333333,4374.0,3,1,2,Média Conversão
PhD,Married,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,62,2,793,29,0.43333333333333335,0.2,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,55,1,84,9,0.3,0.3,4382.0,0,0,0,Baixa Conversão
PhD,Married,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,77,1,183,10,0.45454545454545453,0.36363636363636365,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Single,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,67,0,1383,19,0.6,0.3,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,81,0,999,16,0.5882352941176471,0.23529411764705882,4046.0,1,1,2,Média Conversão
Master,Single,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,62,1,825,24,0.32,0.52,4413.766375545852,0,0,1,Alta Conversão
Graduation,Single,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,53,1,246,14,0.4,0.26666666666666666,4413.766375545852,1,1,0,Baixa Conversão
Master,Married,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,59,2,610,25,0.38461538461538464,0.2692307692307692,4413.766375545852,0,0,1,Alta Conversão
Master,Divorced,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,57,1,76,9,0.3,0.3,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,54,1,1286,22,0.30434782608695654,0.4782608695652174,4413.766375545852,1,1,2,Média Conversão
Master,Married,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,50,1,30,4,0.2,0.4,4413.766375545852,1,1,0,Baixa Conversão
Graduation,Married,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,61,3,99,8,0.3333333333333333,0.3333333333333333,4595.0,0,0,0,Baixa Conversão
Graduation,Divorced,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,47,0,1192,22,0.5652173913043478,0.391304347826087,4413.766375545852,1,1,2,Média Conversão
Graduation,Married,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,50,1,362,18,0.3157894736842105,0.3684210526315789,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,42,0,2130,19,0.5,0.4,4710.0,1,1,2,Média Conversão
2n Cycle,Divorced,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,54,0,1229,28,0.5517241379310345,0.3448275862068966,4413.766375545852,2,1,2,Média Conversão
PhD,Married,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,68,2,38,6,0.14285714285714285,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Master,Together,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,74,0,485,17,0.4444444444444444,0.3888888888888889,4413.766375545852,0,0,0,Baixa Conversão
Basic,Married,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,74,0,434,13,0.42857142857142855,0.35714285714285715,4830.0,0,0,0,Baixa Conversão
Graduation,Divorced,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,55,1,44,5,0.16666666666666666,0.5,4413.766375545852,0,0,0,Baixa Conversão
PhD,Married,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,53,1,496,18,0.5789473684210527,0.2631578947368421,4413.766375545852,1,1,2,Média Conversão
2n Cycle,Married,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,56,2,78,7,0.375,0.25,4378.0,0,0,0,Baixa Conversão
Master,Married,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,53,0,2346,23,0.5,0.4166666666666667,4321.0,3,1,2,Média Conversão
Graduation,Married,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,54,0,794,21,0.4090909090909091,0.45454545454545453,4413.766375545852,0,0,1,Alta Conversão
Graduation,Married,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,69,0,17,4,0.2,0.4,4467.0,0,0,0,Baixa Conversão
Graduation,Single,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,54,1,26,5,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
2n Cycle,Married,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,52,1,76,8,0.2222222222222222,0.4444444444444444,4413.766375545852,0,0,0,Baixa Conversão
PhD,Single,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,48,2,15,4,0.2,0.4,4403.0,0,0,0,Baixa Conversão
PhD,Single,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,2,62,7,0.125,0.5,3893.0,0,0,0,Baixa Conversão
Master,Together,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,71,1,198,10,0.2727272727272727,0.45454545454545453,4413.766375545852,0,0,0,Baixa Conversão
PhD,Together,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,47,1,49,5,0.3333333333333333,0.3333333333333333,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Together,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,59,1,802,25,0.34615384615384615,0.4230769230769231,4413.766375545852,1,1,2,Média Conversão
Graduation,Married,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,79,0,1736,15,0.625,0.25,4413.766375545852,1,1,2,Média Conversão
Graduation,Single,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,47,2,57,10,0.2727272727272727,0.2727272727272727,4413.766375545852,0,0,0,Baixa Conversão
Master,Together,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,54,1,59,2,0.3333333333333333,0.3333333333333333,4500.0,0,0,0,Baixa Conversão
Graduation,Together,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,72,0,2302,18,0.6842105263157895,0.2631578947368421,4503.0,3,1,2,Média Conversão
2n Cycle,Married,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,40,0,37,6,0.2857142857142857,0.42857142857142855,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Divorced,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,55,2,310,16,0.4117647058823529,0.23529411764705882,4413.766375545852,0,0,0,Baixa Conversão
Graduation,Married,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,46,0,1305,19,0.5,0.4,4951.0,1,1,2,Média Conversão
Graduation,Together,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,59,1,832,26,0.48148148148148145,0.2962962962962963,4413.766375545852,0,0,1,Alta Conversão
Graduation,Together,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,49,2,401,19,0.4,0.25,4533.0,0,0,0,Baixa Conversão
PhD,Married,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,60,0,1501,23,0.4166666666666667,0.5,4413.766375545852,2,1,2,Média Conversão
Graduation,Married,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,43,0,1189,28,0.4827586206896552,0.4482758620689655,4413.766375545852,4,1,2,Média Conversão
Graduation,Together,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,53,1,1194,32,0.3939393939393939,0.36363636363636365,4413.766375545852,0,0,1,Alta Conversão
